CrashId,VehicleId,PersonId,Age,Gender,Gender Text Format,State,Postal Code,Person Type,Person Type Text Format,Injury Status,Injury Status Text Format,Condition at Time of Crash,Condition at Time of Crash Text Format,Condition at Time of Crash2,Condition at Time of Crash2 Text Format,Action Taken by Officer,Action Taken by Officer Text Format,Alcohol Test Status,Alcohol Test Status Text Format,Type Of Alcohol Test,Type Of Alcohol Test Text Format,Drug Test Status,Drug Test Status Text Format,Type Of Drig Test,Type Of Drig Test Text Format,Ejection Status,Ejection Status Text Format,Restraint System,Restraint System Text Format,Helmet Use,Helmet Use Text Format,Air Bag Status,Air Bag Status Text Format,Speeding Related,Speeding Related Text Format,Driver Actions 1,Driver Actions 1 Text Format,Driver Actions 2,Driver Actions 2 Text Format,Driver Actions 3,Driver Actions 3 Text Format,Driver Actions 4,Driver Actions 4 Text Format,Driver Distracted By,Driver Distracted By Text Format,Roadway On Which Nonmotorist Was Traveling/Located,Direction nonmotorist was traveling,Direction Unknown,Striking Motor Vehicle ID,Bicycle ID,Non-Motorist Not In Roadway,Actions or Circumstances Prior to Crash,Actions or Circumstances Prior to Crash Text Format,To or From School,To or From School Text Format,Actions or Circumstances At Time Of Crash,Actions or Circumstances At Time Of Crash Text Format,Actions or Circumstances At Time Of Crash2,Actions or Circumstances At Time Of Crash2 Text Format,Location At Time Of Crash,Location At Time Of Crash Text Format,Safety Equipment,Safety Equipment Text Format,Safety Equipment2,Safety Equipment2 Text Format,Non-motorist Distracted By,Non-motorist Distracted By Text Format,Seating Position,Seating Position Text Format,Seating Position for Bus,City,Country,Driver License Jurisdiction,Driver License Jurisdiction Text Format,Drivers License Issued By,Drivers License Class,Commercial License Class,Commercial License Class Text Format,Transported to First Medical Facility By,Transported to First Medical Facility By Text Format,Name of the EMS agency,Name of the Intended Receiving Facility
1256925,1,1,57,1,Male,CT,6515,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,2,Yes,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1256925,2,2,75,1,Male,CT,,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,5,Ran Stop Sign,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Avon,UnitedStates,2,State,CT,4,2,Yes,1,Not Transported,,
1257206,2,2,33,2,Female,CT,6511,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1257209,1,1,32,1,Male,NY,10952,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,99,Unknown,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Monsey,UnitedStates,2,State,NY,4,1,No,1,Not Transported,,
1257209,2,2,34,2,Female,CT,6473,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,North Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1257573,2,2,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1257577,1,1,,1,Male,,,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,97,Other Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1257577,2,2,33,2,Female,CT,6405,1,Driver,C,Possible Injury (C),2,Physically Impaired,2,Physically Impaired,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Branford,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1257585,2,2,96,2,Female,CT,6513,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,,,11,New Haven,UnitedStates,2,State,CT,2,2,Yes,1,Not Transported,,
1257585,1,1,35,1,Male,CT,6450,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Meriden,UnitedStates,2,State,CT,1,2,Yes,1,Not Transported,,
1257595,2,2,39,2,Female,CT,6513,1,Driver,B,Suspected Minor Injury (B),2,Physically Impaired,2,Physically Impaired,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1257595,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1257597,1,1,24,1,Male,CT,6519,1,Driver,C,Possible Injury (C),99,Unknown,,,4,Arrest/Summons,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1258124,1,1,26,1,Male,CT,6770,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Naugatuck,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1258128,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1258132,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1258424,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1258424,2,2,61,2,Female,CT,6515,1,Driver,C,Possible Injury (C),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1258428,1,1,34,2,Female,CT,6401,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Ansonia,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1258428,2,2,57,2,Female,CT,6511,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1258675,1,1,,1,Male,NE,52422,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,3,Infraction,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,99,Unknown,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,7,"Other Inside the Vehicle (eating, personal hygiene, etc.)",,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Brahmeswaram,UnitedStates,8,Valid License (Other Country),,88,1,No,1,Not Transported,,
1259964,1,1,26,1,Male,CT,,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,1,Not Licensed,,0,1,No,1,Not Transported,,
1259971,1,1,75,1,Male,CT,6511,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,4,Ran Red Light,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1259971,2,2,54,1,Male,CT,6513,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,1,Not Licensed,CT,0,1,No,1,Not Transported,,
1259981,1,1,23,2,Female,CT,6516,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,4,Ran Red Light,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,West Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1261172,1,1,18,1,Male,CT,6511,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,10,Improper Passing,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,8,Valid License (Other Country),NY,4,1,No,1,Not Transported,,
1261172,2,2,34,1,Male,CT,6514,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1261173,2,2,31,1,Male,CT,6515,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1261173,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,99,Unknown,8,Improper Turn,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,1,No,1,Not Transported,,
1261181,2,2,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,4,Arrest/Summons,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,99,Unknown,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,1,No,1,Not Transported,,
1261182,2,2,72,1,Male,CT,6516,1,Driver,C,Possible Injury (C),99,Unknown,99,Unknown,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,West Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1261182,1,1,29,2,Female,CT,6519,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,4,Arrest/Summons,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1261198,1,1,,1,Male,,,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,5,Ran Stop Sign,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1261207,1,1,67,1,Male,CT,6096,1,Driver,O,No Apparent Injury (O),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,88,Not applicable,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Windsor Locks,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1261212,1,1,70,1,Male,SC,29590,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,2,Deployed-Front,99,Unknown,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Salters,UnitedStates,2,State,SC,1,2,Yes,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1261220,1,1,25,1,Male,CT,6512,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,East Haven,UnitedStates,2,State,NY,4,1,No,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1261229,1,1,43,1,Male,CT,6513,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,97,Other Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,1,Not Licensed,CT,88,1,No,1,Not Transported,,
1261229,2,2,44,1,Male,CT,6514,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1261236,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,1,No,1,Not Transported,,
1261238,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,8,Improper Turn,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1261754,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1262092,2,2,,1,Male,,,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,99,Unknown,2,Deployed-Front,99,Unknown,10,Improper Passing,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1262095,1,1,36,2,Female,CT,,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1262119,1,1,44,1,Male,CT,6516,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,West Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1262119,2,2,35,2,Female,CT,6516,1,Driver,C,Possible Injury (C),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,West Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1262654,2,2,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1262654,1,1,20,2,Female,CT,6473,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,North Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1262977,3,4,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,3,Failed to Yield Right-of-Way,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,,99,Unknown,,99,99,Unknown,99,Unknown,,
1263279,3,3,79,1,Male,CT,6516,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,6,Deployed-Combination,99,Unknown,10,Improper Passing,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,West Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
